Name,Genre,Platform,Publisher,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Tekken Tag Tournament,Fighting,PS2,Namco Bandai Games,2000.0,1.68,1.51,0.51,0.35,4.05
Far Cry 4,Shooter,PS4,Ubisoft,2014.0,1.12,2.12,0.1,0.69,4.03
Star Fox 64,Shooter,N64,Nintendo,1997.0,2.78,0.58,0.64,0.04,4.03
Minecraft,Misc,PS4,Sony Computer Entertainment Europe,2014.0,1.38,1.87,0.12,0.65,4.02
Golf,Sports,NES,Nintendo,1984.0,1.22,0.28,2.46,0.04,4.01
Fallout 3,Role-Playing,PS3,Bethesda Softworks,2008.0,2.15,1.2,0.07,0.59,4.01
Professor Layton and the Diabolical Box,Puzzle,DS,Nintendo,2007.0,0.92,1.78,0.92,0.37,4.0
Left 4 Dead 2,Shooter,X360,Electronic Arts,2009.0,2.67,0.89,0.05,0.37,3.99
EA Sports Active,Sports,Wii,Electronic Arts,2009.0,2.1,1.36,0.06,0.4,3.92
Assassin's Creed: Unity,Action,PS4,Ubisoft,2014.0,1.18,1.96,0.08,0.7,3.92
Donkey Kong Land,Platform,GB,Nintendo,1994.0,1.97,0.76,1.07,0.11,3.91
Tony Hawk's Underground,Sports,PS2,Activision,2003.0,2.29,1.17,0.01,0.42,3.9
Assassin's Creed IV: Black Flag,Action,PS3,Ubisoft,2013.0,1.33,1.71,0.13,0.73,3.89
Monster Hunter 4 Ultimate,Role-Playing,3DS,Nintendo,2014.0,0.67,0.49,2.62,0.11,3.89
MotorStorm,Racing,PS3,Sony Computer Entertainment,2006.0,1.53,1.61,0.06,0.67,3.88
Tekken 5,Fighting,PS2,Namco Bandai Games,2005.0,0.93,1.94,0.31,0.7,3.87
Sports Champions,Sports,PS3,Sony Computer Entertainment,2010.0,2.12,1.14,0.1,0.51,3.87
NBA 2K16,Sports,PS4,Take-Two Interactive,2015.0,2.48,0.65,0.03,0.69,3.85
World Soccer Winning Eleven 8 International,Sports,PS2,Konami Digital Entertainment,2004.0,0.16,1.89,1.12,0.68,3.85
Flash Focus: Vision Training in Minutes a Day,Misc,DS,Nintendo,2007.0,0.87,1.57,1.05,0.35,3.84
Namco Museum Vol.1,Misc,PS,Sony Computer Entertainment,1995.0,2.12,1.44,0.22,0.06,3.84
The Legend of Zelda: Link's Awakening,Action,GB,Nintendo,1992.0,2.21,0.96,0.54,0.13,3.83
Mario & Luigi: Bowser's Inside Story,Role-Playing,DS,Nintendo,2009.0,2.26,0.48,0.81,0.27,3.83
Big Brain Academy: Wii Degree,Misc,Wii,Nintendo,2007.0,1.06,1.93,0.41,0.43,3.82
Nintendogs + cats,Simulation,3DS,Nintendo,2011.0,1.44,1.37,0.73,0.27,3.81
Batman: Arkham Knight,Action,PS4,Warner Bros. Interactive Entertainment,2015.0,1.49,1.58,0.1,0.61,3.79
Mario & Sonic at the London 2012 Olympic Games,Sports,Wii,Sega,2011.0,1.14,1.91,0.27,0.46,3.78
Resident Evil Director's Cut,Action,PS,Virgin Interactive,1996.0,1.82,1.24,0.47,0.25,3.77
Ratchet & Clank: Size Matters,Platform,PSP,Sony Computer Entertainment,2007.0,1.4,1.4,0.1,0.87,3.77
Super Paper Mario,Platform,Wii,Nintendo,2007.0,1.98,0.88,0.59,0.32,3.76
Harry Potter and the Sorcerer's Stone,Action,PS,Electronic Arts,2001.0,1.37,2.0,0.14,0.22,3.73
The Witcher 3: Wild Hunt,Role-Playing,PS4,Namco Bandai Games,2015.0,0.96,2.0,0.21,0.56,3.73
Resident Evil 3: Nemesis,Action,PS,Eidos Interactive,1999.0,1.3,0.77,1.54,0.11,3.72
FIFA Soccer 2005,Sports,PS2,Electronic Arts,2004.0,0.58,2.48,0.04,0.59,3.7
Pokémon Trading Card Game,Strategy,GB,Nintendo,1998.0,1.49,0.73,1.38,0.1,3.7
Battlefield 4,Shooter,PS3,Electronic Arts,2013.0,1.3,1.51,0.27,0.61,3.69
MySims,Simulation,DS,Electronic Arts,2007.0,1.59,1.61,0.08,0.41,3.69
Tony Hawk's Pro Skater 4,Sports,PS2,Activision,2002.0,2.13,1.18,0.01,0.35,3.67
Banjo-Kazooie,Platform,N64,Nintendo,1998.0,1.87,1.13,0.55,0.1,3.65
SOCOM: U.S. Navy SEALs,Shooter,PS2,Sony Computer Entertainment,2002.0,2.53,0.81,0.06,0.24,3.65
Gran Turismo 6,Racing,PS3,Sony Computer Entertainment,2013.0,0.71,1.8,0.4,0.74,3.64
Jak and Daxter: The Precursor Legacy,Platform,PS2,Sony Computer Entertainment,2001.0,2.08,1.09,0.15,0.33,3.64
Pokemon Snap,Simulation,N64,Nintendo,1999.0,2.23,0.68,0.66,0.06,3.63
FIFA Soccer 10,Sports,PS3,Electronic Arts,2009.0,0.6,2.46,0.05,0.52,3.63
Call of Duty: Ghosts,Shooter,PS4,Activision,2013.0,1.78,1.42,0.05,0.38,3.63
Resident Evil 4,Action,PS2,Capcom,2005.0,2.08,0.83,0.46,0.25,3.62
Tom Clancy's The Division,Shooter,PS4,Ubisoft,2016.0,1.28,1.61,0.15,0.57,3.61
Star Wars: Battlefront,Shooter,PS2,LucasArts,2004.0,1.93,1.22,0.03,0.44,3.61
Cooking Mama 2: Dinner With Friends,Simulation,DS,505 Games,2007.0,1.61,1.5,0.1,0.39,3.61
Luigi's Mansion,Action,GC,Nintendo,2001.0,2.38,0.67,0.46,0.1,3.6
Star Wars: Battlefront II,Shooter,PS2,LucasArts,2005.0,2.18,1.02,0.03,0.37,3.59
WWF SmackDown!,Fighting,PS,THQ,2000.0,2.01,1.35,0.06,0.16,3.58
Grand Theft Auto: Liberty City Stories,Action,PS2,Take-Two Interactive,2006.0,1.56,1.4,0.07,0.5,3.54
The Getaway,Action,PS2,Sony Computer Entertainment,2002.0,1.23,1.77,0.05,0.49,3.54
Tomb Raider III: Adventures of Lara Croft,Action,PS,Eidos Interactive,1997.0,1.66,1.58,0.12,0.18,3.54
James Bond 007: Agent Under Fire,Shooter,PS2,Electronic Arts,2001.0,1.9,1.13,0.1,0.41,3.53
LEGO Star Wars: The Video Game,Action,PS2,Eidos Interactive,2005.0,1.98,1.14,0.01,0.41,3.53
Battlefield 4,Shooter,X360,Electronic Arts,2013.0,2.14,1.08,0.02,0.29,3.53
FIFA Soccer 11,Sports,X360,Electronic Arts,2010.0,0.71,2.4,0.02,0.4,3.53
Spyro 2: Ripto's Rage!,Platform,PS,Sony Computer Entertainment,1999.0,2.14,1.21,0.01,0.17,3.52
Left 4 Dead,Shooter,X360,Electronic Arts,2008.0,2.66,0.5,0.05,0.3,3.52
Mario & Sonic at the Olympic Winter Games,Sports,DS,Sega,2009.0,1.22,1.66,0.27,0.38,3.52
Resident Evil 5,Action,X360,Capcom,2009.0,2.11,0.94,0.12,0.34,3.51
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform,SNES,Nintendo,1996.0,1.17,0.5,1.75,0.08,3.51
Assassin's Creed: Brotherhood,Action,X360,Ubisoft,2010.0,2.84,0.39,0.03,0.24,3.5
Kung Fu,Action,NES,Nintendo,1985.0,1.64,0.38,1.42,0.06,3.5
Batman: Arkham Asylum,Action,X360,Eidos Interactive,2009.0,2.2,0.97,0.02,0.31,3.5
Clubhouse Games,Misc,DS,Nintendo,2006.0,0.59,1.83,0.73,0.35,3.5
Star Wars Battlefront (2015),Shooter,XOne,Electronic Arts,2015.0,1.94,1.22,0.02,0.31,3.49
Battlefield: Bad Company 2,Shooter,X360,Electronic Arts,2010.0,2.09,1.02,0.04,0.32,3.48
Guitar Hero: On Tour,Misc,DS,Activision,2008.0,2.11,1.01,0.01,0.35,3.48
Far Cry 3,Shooter,PS3,Ubisoft,2012.0,0.88,1.75,0.1,0.72,3.45
Borderlands,Shooter,X360,Take-Two Interactive,2009.0,2.39,0.73,0.03,0.29,3.44
Tekken 4,Fighting,PS2,Namco Bandai Games,2002.0,1.55,1.27,0.33,0.29,3.44
Battlefield 4,Shooter,PS4,Electronic Arts,2013.0,1.34,1.54,0.17,0.38,3.43
LittleBigPlanet 2,Platform,PS3,Sony Computer Entertainment,2011.0,1.82,1.07,0.06,0.47,3.42
Spider-Man 2,Action,PS2,Activision,2004.0,1.75,1.2,0.02,0.43,3.41
F-1 Race,Racing,GB,Nintendo,1990.0,1.73,0.69,0.59,0.4,3.41
FIFA Soccer 2003,Sports,PS2,Electronic Arts,2002.0,0.46,2.28,0.05,0.61,3.4
Crash Bash,Misc,PS,Sony Computer Entertainment,2000.0,1.56,1.47,0.19,0.17,3.39
Metal Gear Solid V: The Phantom Pain,Action,PS4,Konami Digital Entertainment,2015.0,1.08,1.35,0.48,0.47,3.38
The Legend of Zelda: Spirit Tracks,Action,DS,Nintendo,2009.0,1.43,0.94,0.74,0.27,3.38
The Legend of Zelda: Majora's Mask,Action,N64,Nintendo,2000.0,1.9,0.67,0.73,0.06,3.36
Professor Layton and the Unwound Future,Puzzle,DS,Nintendo,2008.0,0.65,1.61,0.82,0.28,3.36
Assassin's Creed IV: Black Flag,Action,X360,Ubisoft,2013.0,1.9,1.14,0.01,0.29,3.34
James Bond 007: Nightfire,Shooter,PS2,Electronic Arts,2002.0,1.45,1.29,0.12,0.46,3.33
Ratchet & Clank,Platform,PS2,Sony Computer Entertainment,2002.0,1.44,1.01,0.57,0.3,3.33
Mario Party 9,Misc,Wii,Nintendo,2012.0,1.15,1.17,0.76,0.24,3.32
Star Wars Episode III: Revenge of the Sith,Action,PS2,LucasArts,2005.0,1.47,1.39,0.03,0.43,3.32
Max Payne,Shooter,PS2,Take-Two Interactive,2001.0,1.99,1.05,0.05,0.22,3.31
The Lord of the Rings: The Return of the King,Action,PS2,Electronic Arts,2003.0,1.5,1.28,0.05,0.46,3.28
Assassin's Creed Syndicate,Action,PS4,Ubisoft,2015.0,0.8,1.92,0.06,0.5,3.28
True Crime: Streets of LA,Action,PS2,Activision,2003.0,1.89,1.05,0.02,0.31,3.27
Wii Music,Misc,Wii,Nintendo,2008.0,1.36,1.13,0.46,0.32,3.27
Gran Turismo (PSP),Racing,PSP,Sony Computer Entertainment,2009.0,0.5,1.59,0.31,0.87,3.27
Monster Hunter X,Action,3DS,Capcom,2015.0,0.25,0.19,2.78,0.04,3.26
Tekken,Fighting,PS,Sony Computer Entertainment,1995.0,0.95,1.3,0.77,0.22,3.24
L.A. Noire,Adventure,PS3,Take-Two Interactive,2011.0,1.27,1.33,0.12,0.51,3.23
Baseball,Sports,NES,Nintendo,1983.0,0.73,0.1,2.35,0.02,3.2
Killer Instinct,Fighting,SNES,Nintendo,1995.0,2.26,0.72,0.12,0.1,3.2
WWF SmackDown! 2: Know Your Role,Fighting,PS,THQ,2000.0,1.76,1.21,0.07,0.16,3.2
Crisis Core: Final Fantasy VII,Role-Playing,PSP,Square Enix,2007.0,1.35,0.6,0.8,0.44,3.19
God of War: Chains of Olympus,Action,PSP,Sony Computer Entertainment,2008.0,1.48,1.01,0.04,0.66,3.19
Dance Central,Misc,X360,MTV Games,2010.0,2.15,0.77,0.01,0.26,3.19
Enter the Matrix,Action,PS2,Atari,2003.0,1.78,1.12,0.09,0.19,3.18
Super Mario Maker,Platform,WiiU,Nintendo,2015.0,1.18,0.87,0.93,0.2,3.18
Fallout: New Vegas,Role-Playing,PS3,Bethesda Softworks,2010.0,1.52,1.08,0.1,0.47,3.17
Rhythm Heaven,Misc,DS,Nintendo,2008.0,0.58,0.51,1.93,0.14,3.17
Ace Combat 04: Shattered Skies,Simulation,PS2,Sony Computer Entertainment Europe,2001.0,2.06,0.56,0.38,0.17,3.17
Animal Crossing,Simulation,GC,Nintendo,2001.0,1.92,0.16,0.99,0.09,3.15
Sonic Rush,Platform,DS,Sega,2005.0,1.22,1.57,0.06,0.29,3.15
Resident Evil 6,Shooter,PS3,Capcom,2012.0,0.88,0.97,0.88,0.42,3.15
Halo: The Master Chief Collection,Shooter,XOne,Microsoft Game Studios,2014.0,1.89,0.99,0.03,0.24,3.15
Spider-Man,Action,PS,Activision,2000.0,1.7,1.25,0.02,0.16,3.13
Star Wars Episode I Racer,Racing,N64,Nintendo,1999.0,2.31,0.62,0.14,0.04,3.12
Personal Trainer: Cooking,Misc,DS,Nintendo,2006.0,0.91,1.0,1.03,0.17,3.12
The Elder Scrolls IV: Oblivion,Role-Playing,PS3,Ubisoft,2007.0,1.69,0.87,0.14,0.42,3.12
Heavy Rain,Adventure,PS3,Sony Computer Entertainment,2010.0,1.29,1.27,0.06,0.5,3.12
Mass Effect 2,Role-Playing,X360,Electronic Arts,2010.0,1.99,0.82,0.03,0.27,3.11
Dragon Ball Z: Budokai,Fighting,PS2,Atari,2002.0,2.17,0.28,0.55,0.08,3.09
Madden NFL 2002,Sports,PS2,Electronic Arts,2001.0,2.5,0.16,0.01,0.42,3.08
World Class Track Meet,Sports,NES,Namco Bandai Games,1986.0,1.92,0.45,0.64,0.07,3.08
Borderlands 2,Shooter,X360,Take-Two Interactive,2012.0,1.89,0.91,0.04,0.24,3.07
The Legend of Zelda: A Link Between Worlds,Action,3DS,Nintendo,2013.0,1.4,0.99,0.46,0.22,3.07
Donkey Kong,Platform,GB,Nintendo,1994.0,1.57,0.62,0.55,0.34,3.07
Mass Effect 3,Role-Playing,X360,Electronic Arts,2012.0,1.94,0.86,0.03,0.24,3.07
Far Cry 3,Shooter,X360,Ubisoft,2012.0,1.38,1.35,0.02,0.28,3.04
Epic Mickey,Platform,Wii,Disney Interactive Studios,2010.0,2.06,0.64,0.12,0.22,3.04
Saints Row 2,Action,X360,THQ,2008.0,1.94,0.8,0.02,0.27,3.03
Killzone 2,Shooter,PS3,Sony Computer Entertainment,2009.0,1.4,1.07,0.08,0.47,3.02
Mike Tyson's Punch-Out!!,Fighting,NES,Nintendo,1987.0,2.03,0.47,0.45,0.07,3.02
WWE SmackDown! Shut Your Mouth,Sports,PS2,THQ,2002.0,1.45,1.13,0.07,0.38,3.02
NBA 2K13,Sports,X360,Take-Two Interactive,2012.0,2.6,0.21,0.01,0.19,3.0
Middle-Earth: Shadow of Mordor,Action,PS4,Warner Bros. Interactive Entertainment,2014.0,1.01,1.41,0.05,0.53,2.99
Star Fox,Shooter,SNES,Nintendo,1993.0,1.61,0.51,0.8,0.07,2.99
World Soccer Winning Eleven 6 International,Sports,PS2,Konami Digital Entertainment,2002.0,0.12,1.26,1.16,0.45,2.99
Devil May Cry,Action,PS2,Capcom,2001.0,1.36,0.86,0.64,0.13,2.99
Animal Crossing: Happy Home Designer,Simulation,3DS,Nintendo,2015.0,0.47,1.0,1.39,0.12,2.98
Battlefield: Bad Company 2,Shooter,PS3,Electronic Arts,2010.0,1.33,1.12,0.08,0.45,2.97
Sonic Heroes,Platform,PS2,Sega,2003.0,1.04,1.37,0.06,0.49,2.96
Kirby Super Star Ultra,Platform,DS,Nintendo,2008.0,1.57,0.04,1.19,0.15,2.96
Hitman 2: Silent Assassin,Action,PS2,Eidos Interactive,2002.0,1.36,1.15,0.04,0.41,2.96
Street Fighter IV,Fighting,X360,Capcom,2009.0,1.82,0.71,0.15,0.26,2.95
Wave Race 64,Racing,N64,Nintendo,1996.0,1.98,0.58,0.34,0.04,2.94
SOCOM II: U.S. Navy SEALs,Shooter,PS2,Sony Computer Entertainment,2003.0,2.22,0.51,0.06,0.15,2.94
WWE SmackDown! vs. RAW 2006,Fighting,PS2,THQ,2005.0,1.45,1.11,0.04,0.33,2.94
inFAMOUS,Action,PS3,Sony Computer Entertainment,2009.0,1.76,0.69,0.12,0.37,2.94
Pac-Man Collection,Puzzle,GBA,Atari,2001.0,2.07,0.77,0.05,0.05,2.94
Mass Effect,Role-Playing,X360,Microsoft Game Studios,2007.0,1.83,0.8,0.03,0.27,2.93
WarioWare: Smooth Moves,Puzzle,Wii,Nintendo,2006.0,0.87,1.06,0.73,0.26,2.92
Cooking Mama: Cook Off,Simulation,Wii,505 Games,2007.0,1.43,1.13,0.05,0.3,2.91
Super Mario World 2: Yoshi's Island,Platform,GBA,Nintendo,2002.0,1.75,0.45,0.62,0.09,2.91
FIFA 14,Sports,PS4,Electronic Arts,2013.0,0.61,1.85,0.11,0.33,2.9
Titanfall,Shooter,XOne,Electronic Arts,2014.0,1.84,0.8,0.04,0.22,2.9
World Soccer Winning Eleven 7 International,Sports,PS2,Konami Digital Entertainment,2003.0,0.08,1.24,1.13,0.45,2.9
Need for Speed: Most Wanted,Racing,PS3,Electronic Arts,2012.0,0.71,1.51,0.06,0.61,2.89
Hot Shots Golf 3,Sports,PS2,Sony Computer Entertainment,2001.0,0.99,0.32,1.38,0.2,2.89
Call of Duty: Finest Hour,Shooter,PS2,Activision,2004.0,1.51,1.12,0.01,0.24,2.89
Syphon Filter,Shooter,PS,Sony Computer Entertainment,1999.0,2.03,0.72,0.02,0.11,2.88
Colin McRae Rally,Racing,PS,Codemasters,1998.0,0.09,2.43,0.12,0.22,2.87
The Elder Scrolls III: Morrowind,Role-Playing,XB,Ubisoft,2002.0,2.09,0.63,0.03,0.11,2.86
F-Zero,Racing,SNES,Nintendo,1990.0,1.37,0.51,0.89,0.07,2.85
Yoshi's Story,Platform,N64,Nintendo,1997.0,1.29,0.53,0.98,0.05,2.85
FIFA 16,Sports,PS3,Electronic Arts,2015.0,0.4,1.98,0.05,0.42,2.85
Assassin's Creed: Brotherhood,Action,PS3,Ubisoft,2010.0,1.87,0.57,0.11,0.3,2.84
BioShock,Shooter,X360,Take-Two Interactive,2007.0,1.65,0.86,0.05,0.28,2.83
Medal of Honor,Shooter,PS3,Electronic Arts,2010.0,1.28,1.05,0.07,0.43,2.83
WWE SmackDown! vs. Raw,Fighting,PS2,THQ,2002.0,1.32,1.08,0.04,0.39,2.83
Metroid Prime,Shooter,GC,Nintendo,2002.0,1.96,0.67,0.1,0.09,2.82
Finding Nemo,Action,GBA,THQ,2003.0,1.59,1.05,0.04,0.14,2.82
Need for Speed: Hot Pursuit,Racing,PS3,Electronic Arts,2010.0,1.05,1.25,0.03,0.48,2.81
WWE SmackDown! Here Comes the Pain,Fighting,PS2,THQ,2003.0,1.32,1.06,0.04,0.38,2.8
Yoshi's Island DS,Platform,DS,Nintendo,2006.0,1.47,0.07,1.1,0.15,2.8
Hot Shots Golf,Sports,PS,Sony Computer Entertainment,1997.0,0.29,0.2,2.13,0.18,2.79
Killzone 3,Shooter,PS3,Sony Computer Entertainment,2011.0,1.45,0.88,0.09,0.38,2.79
WWF SmackDown! Just Bring It,Fighting,PS2,THQ,2001.0,1.19,1.15,0.04,0.41,2.79
Professor Layton and the Last Specter,Puzzle,DS,Nintendo,2009.0,0.3,1.47,0.68,0.34,2.79
Monster Hunter Tri,Role-Playing,3DS,Nintendo,2011.0,0.46,0.29,1.96,0.07,2.79
inFAMOUS: Second Son,Action,PS4,Sony Computer Entertainment,2014.0,1.27,0.97,0.07,0.47,2.78
Ratchet & Clank: Going Commando,Platform,PS2,Sony Computer Entertainment,2003.0,1.44,0.83,0.26,0.25,2.78
Tekken 6,Fighting,PS3,Namco Bandai Games,2009.0,1.2,0.98,0.17,0.43,2.78
Sonic and the Secret Rings,Platform,Wii,Sega,2007.0,1.24,1.2,0.04,0.3,2.77
Saints Row: The Third,Action,X360,THQ,2011.0,1.25,1.15,0.07,0.3,2.77
Mario Paint,Misc,SNES,Nintendo,1992.0,1.43,0.54,0.71,0.07,2.75
Assassin's Creed IV: Black Flag,Action,PS4,Ubisoft,2013.0,1.07,1.31,0.06,0.31,2.74
Pokémon Stadium 2,Strategy,N64,Nintendo,2000.0,1.02,0.36,1.13,0.23,2.73
Metroid,Action,NES,Nintendo,1986.0,1.33,0.31,1.04,0.05,2.73
L.A. Noire,Adventure,X360,Take-Two Interactive,2011.0,1.52,0.94,0.02,0.24,2.72
Call of Duty 3,Shooter,X360,Activision,2006.0,1.49,0.93,0.02,0.27,2.71
The Legend of Zelda: A Link to the Past,Action,GBA,Nintendo,2002.0,1.75,0.52,0.33,0.1,2.7
Onimusha: Warlords,Action,PS2,Virgin Interactive,2001.0,0.99,0.48,1.09,0.14,2.7
Mario Party,Misc,N64,Nintendo,1998.0,1.25,0.53,0.87,0.05,2.7
LEGO Star Wars II: The Original Trilogy,Action,PS2,LucasArts,2006.0,1.85,0.64,0.01,0.19,2.69
Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,DS,Nintendo,2010.0,1.63,0.52,0.35,0.18,2.69
Need for Speed: Shift,Racing,PS3,Electronic Arts,2009.0,0.69,1.41,0.04,0.53,2.68
Final Fantasy XIII-2,Role-Playing,PS3,Square Enix,2011.0,0.78,0.75,0.89,0.26,2.68
Call Of Duty 2: Big Red One,Shooter,PS2,Activision,2005.0,1.48,0.92,0.01,0.26,2.67
Medal of Honor Heroes,Shooter,PSP,Electronic Arts,2006.0,0.86,1.11,0.01,0.66,2.65
Star Wars: Shadows of the Empire,Action,N64,Nintendo,1996.0,2.0,0.5,0.12,0.03,2.65
Midnight Club: Street Racing,Racing,PS2,Take-Two Interactive,2000.0,2.0,0.47,0.02,0.14,2.63
Pac-Man: Adventures in Time,Fighting,PSP,Sony Computer Entertainment,2006.0,0.76,1.1,0.12,0.65,2.63
Halo Wars,Strategy,X360,Microsoft Game Studios,2009.0,1.53,0.82,0.04,0.24,2.63
God of War Collection,Action,PS3,Sony Computer Entertainment,2009.0,1.7,0.46,0.06,0.41,2.63
Mario Strikers Charged,Sports,Wii,Nintendo,2007.0,1.07,1.06,0.24,0.25,2.62
Medal of Honor,Shooter,X360,Electronic Arts,2010.0,1.55,0.81,0.04,0.21,2.62
FIFA Soccer 10,Sports,X360,Electronic Arts,2009.0,0.59,1.79,0.01,0.23,2.62
NBA 2K12,Sports,X360,Take-Two Interactive,2011.0,2.31,0.14,0.01,0.16,2.62
Style Savvy,Simulation,DS,Nintendo,2008.0,0.63,0.84,0.96,0.19,2.61
Harry Potter and the Chamber of Secrets,Action,PS2,Electronic Arts,2002.0,0.9,1.22,0.04,0.44,2.61
Super Mario All-Stars: Limited Edition,Platform,Wii,Nintendo,2010.0,1.02,0.52,0.92,0.14,2.6
Streets of Rage,Action,GEN,Sega,1990.0,1.86,0.55,0.11,0.08,2.6
FIFA Soccer 09,Sports,PS3,Electronic Arts,2008.0,0.48,1.63,0.04,0.43,2.59
Ratchet & Clank Future: Tools of Destruction,Platform,PS3,Sony Computer Entertainment,2007.0,0.93,1.12,0.08,0.45,2.59
LittleBigPlanet,Platform,PSP,Sony Computer Entertainment,2009.0,0.64,1.24,0.01,0.69,2.58
Killzone: Shadow Fall,Shooter,PS4,Sony Computer Entertainment,2013.0,0.89,1.33,0.07,0.28,2.58
Ghostbusters: The Video Game (DS Version),Action,X360,Take-Two Interactive,2009.0,1.04,1.24,0.03,0.27,2.58
Monster Hunter Freedom 2,Role-Playing,PSP,Capcom,2007.0,0.37,0.27,1.75,0.18,2.58
WWE SmackDown vs. RAW 2007,Fighting,PS2,THQ,2006.0,1.4,0.88,0.03,0.26,2.58
Ratchet & Clank: Up Your Arsenal,Platform,PS2,Sony Computer Entertainment,2004.0,1.31,0.74,0.31,0.22,2.57
Art Academy,Misc,DS,Nintendo,2010.0,0.28,1.68,0.33,0.28,2.57
Dragon Age: Origins,Role-Playing,X360,Electronic Arts,2009.0,1.76,0.56,0.03,0.22,2.57
Sonic Adventure 2 Battle,Platform,GC,Sega,2001.0,1.7,0.59,0.21,0.07,2.56
Pokémon Colosseum,Role-Playing,GC,Nintendo,2003.0,1.21,0.57,0.7,0.07,2.54
Deca Sports,Sports,Wii,Konami Digital Entertainment,2008.0,1.13,0.87,0.29,0.25,2.54
Crazy Taxi,Racing,PS2,Acclaim Entertainment,2001.0,1.13,1.12,0.06,0.22,2.52
Perfect Dark,Action,N64,Nintendo,2000.0,1.55,0.75,0.16,0.06,2.52
Tomb Raider (2013),Action,PS3,Square Enix,2013.0,0.6,1.31,0.08,0.52,2.51
PES 2009: Pro Evolution Soccer,Sports,PS2,Konami Digital Entertainment,2008.0,0.13,0.07,0.26,2.05,2.5
Mario Party 2,Misc,N64,Nintendo,1999.0,1.28,0.14,1.08,0.01,2.5
Saints Row: The Third,Action,PS3,THQ,2011.0,0.86,1.06,0.18,0.39,2.49
Resistance 2,Shooter,PS3,Sony Computer Entertainment,2008.0,1.15,0.85,0.1,0.39,2.48
Tomb Raider: The Last Revelation,Action,PS,Eidos Interactive,1998.0,1.15,1.14,0.06,0.13,2.48
NBA 2K13,Sports,PS3,Take-Two Interactive,2012.0,1.72,0.44,0.05,0.27,2.48
Mario Party 4,Misc,GC,Nintendo,2002.0,1.13,0.36,0.92,0.07,2.47
Midnight Club: Los Angeles,Racing,PS3,Take-Two Interactive,2008.0,1.55,0.54,0.05,0.31,2.45
Final Fantasy Tactics,Role-Playing,PS,SquareSoft,1997.0,0.93,0.12,1.34,0.06,2.45
Halo: Combat Evolved Anniversary,Shooter,X360,Microsoft Game Studios,2011.0,1.44,0.73,0.04,0.22,2.44
Tom Clancy's Rainbow Six: Vegas 2,Shooter,X360,Ubisoft,2008.0,1.56,0.61,0.02,0.23,2.42
Sonic Adventure,Platform,DC,Sega,1998.0,1.26,0.61,0.46,0.08,2.42
Ice Hockey,Sports,NES,Nintendo,1988.0,1.27,0.32,0.78,0.05,2.42
pro evolution soccer 2011,Sports,PS3,Konami Digital Entertainment,2010.0,0.29,1.18,0.54,0.41,2.42
Dragon Ball Z: Budokai 2,Fighting,PS2,Atari,2003.0,1.63,0.22,0.51,0.06,2.41
Dino Crisis,Action,PS,Capcom,1998.0,0.81,0.76,0.7,0.14,2.41
Pro Wrestling,Fighting,NES,Nintendo,1987.0,0.77,0.18,1.42,0.03,2.4
Need for Speed (2015),Racing,PS4,Electronic Arts,2015.0,0.49,1.49,0.05,0.36,2.39
Batman: Arkham Origins,Action,PS3,Warner Bros. Interactive Entertainment,2013.0,1.07,0.87,0.04,0.4,2.39
Guitar Hero,Misc,PS2,RedOctane,2005.0,1.67,0.61,0.03,0.07,2.38
Kinect: Disneyland Adventures,Misc,X360,Microsoft Game Studios,2011.0,1.73,0.46,0.02,0.18,2.38
WCW/nWo Revenge,Fighting,N64,THQ,1998.0,1.94,0.39,0.03,0.02,2.38
Bloodborne,Action,PS4,Sony Computer Entertainment,2015.0,1.0,0.76,0.26,0.36,2.38
NBA 2K15,Sports,PS4,Take-Two Interactive,2014.0,1.46,0.54,0.01,0.37,2.38
The Incredibles,Action,PS2,THQ,2004.0,0.96,1.08,0.04,0.3,2.37
Tony Hawk's Underground 2,Sports,PS2,Activision,2004.0,1.25,0.86,0.01,0.26,2.37
Kinect Sports: Season Two,Sports,X360,Microsoft Game Studios,2011.0,1.38,0.74,0.02,0.22,2.36
Kirby's Dream Land 2,Platform,GB,Nintendo,1995.0,0.69,0.14,1.48,0.05,2.36
Donkey Kong Land II,Platform,GB,Nintendo,1996.0,1.39,0.48,0.4,0.08,2.35
Midnight Club: Los Angeles,Racing,X360,Take-Two Interactive,2008.0,1.68,0.46,0.01,0.2,2.35
Resident Evil - Code: Veronica X,Action,PS2,Capcom,2001.0,1.08,0.7,0.34,0.21,2.34
The Legend of Zelda: Majora's Mask 3D,Action,3DS,Nintendo,2015.0,1.14,0.54,0.47,0.17,2.32
Mario Tennis,Sports,N64,Nintendo,2000.0,0.78,0.4,1.06,0.07,2.32
Grand Theft Auto,Action,PS,Take-Two Interactive,1997.0,0.79,1.35,0.04,0.14,2.32
James Bond 007: Everything or Nothing,Shooter,PS2,Electronic Arts,2004.0,0.85,1.06,0.09,0.32,2.31
WarioWare Touched!,Puzzle,DS,Nintendo,2004.0,0.52,0.45,1.21,0.13,2.31
Cool Boarders 3,Sports,PS,989 Studios,1998.0,1.65,0.46,0.1,0.1,2.31
